Name,Films,TV Shows,Short Films,Allies,Enemies,Park Attractions
Abner Countrymouse,[],[],['The Country Cousin'],[],[],['Mickey Mouse Revue']
Croesus,[],['Hercules (TV series)'],[],[],[],[]
Cal Crudon,[],['Quack Pack'],[],[],[],[]
King Crab,[],['Jake and the Never Land Pirates'],[],[],[],[]
Dusty Crophopper,"['Planes', 'Planes: Fire & Rescue']",[],['Vitaminamulch: Air Spectacular'],[],[],[]
Ranginald Bagel,[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[]
Judge Glamis Cutler,[],['American Dragon: Jake Long'],[],[],[],[]
Stan Cruge,['Santa Buddies'],[],[],[],[],[]
Lisa Cucuy,[],['Wizards of Waverly Place'],[],[],[],[]
Cydne,[],['101 Dalmatians: The Series'],[],[],[],[]
D.J.,[],['101 Dalmatian Street'],[],[],[],[]
The Dachsies,['The Ugly Dachshund'],[],[],[],[],[]
Lauren Dabney,[],['Good Luck Charlie'],[],[],[],[]
Dr. Marcus Garvey Carver II,['The Proud Family Movie'],[],[],[],[],[]
Cat Judge,[],[],"[""Pluto's Judgement Day""]",[],[],[]
Cat Jury,[],"[""Disney's Halloween Treat""]","[""Pluto's Judgement Day""]",[],[],[]
Ceratosaurus,['Fantasia'],[],[],[],[],[]
Princess Charlotte,[],['Sofia the First'],[],[],[],[]
Chernabog,"['Fantasia', 'The Reluctant Dragon', 'Fantasia 2000', ""Mickey's House of Villains"", 'Once Upon a Halloween', ""The Sorcerer's Apprentice (film)"", 'Night on Bald Mountain (film)']","['House of Mouse', 'A Poem Is...', 'Once Upon a Time', 'Mickey Mouse (TV series)']",['Michael & Mickey'],[],[],"['Fantasmic!', 'SpectroMagic', ""Disney's Fantillusion"", 'World of Color', 'Cinderella Castle Mystery Tour', 'Starlight Dreams', 'Sorcerers of the Magic Kingdom', 'Storybook Land Canal Boats', 'The Nightmare Experiment']"
Chico,['Beverly Hills Chihuahua'],[],[],[],[],[]
The Chief,[],['Teamo Supremo'],[],[],[],[]
The Children of Hamelin,['The Pied Piper'],['Once Upon a Time'],[],[],[],[]
Chilkoot,['Brother Bear 2'],[],[],[],[],[]
Chillbeard,[],['Adventures of the Gummi Bears'],[],[],[],[]
China Girl,['Oz the Great and Powerful'],[],[],[],[],[]
Chirpy Bird,[],[],[],[],[],[]
Chloe,"['Beverly Hills Chihuahua', 'Beverly Hills Chihuahua 2', 'Beverly Hills Chihuahua 3: Viva la Fiesta']",[],[],[],[],[]
Chrysta,[],['Sofia the First'],[],[],[],[]
Sergeant Claiborne,"[""Rudyard Kipling's The Jungle Book""]",[],[],[],[],[]
Claire Fletcher,['The Pacifier'],[],[],[],[],[]
Claire the Neighbor,[],[],[],[],[],[]
Clan Ishimura,[],['Gargoyles'],[],[],[],[]
Clopin,"['The Hunchback of Notre Dame', 'The Hunchback of Notre Dame II']",[],[],[],[],[]
Clover,['Sofia the First: Once Upon a Princess'],['Sofia the First'],[],[],[],[]
Clyde,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],"[""Stitch's Great Escape!""]"
Clyde,['Mary Poppins Returns'],[],[],[],[],[]
Colonel Pierson,['King of the Grizzlies'],[],[],[],[],[]
Commander Edward Plank,"['Zenon: Girl of the 21st Century', 'Zenon: The Zequel', 'Zenon: Z3']",[],[],[],[],[]
Anthony Cooper,"['Alexander and the Terrible, Horrible, No Good, Very Bad Day']",[],[],[],[],[]
Wendy Corduroy,[],['Gravity Falls'],[],[],[],[]
Cornelia,[],['101 Dalmatians: The Series'],[],[],[],[]
Sam Cortez,"['Beverly Hills Chihuahua', 'Beverly Hills Chihuahua 2', 'Beverly Hills Chihuahua 3: Viva la Fiesta']",[],[],[],[],[]
Count Mickula,[],"['Mickey Mouse Clubhouse', ""Mickey's Monster Musical""]",[],[],[],[]
Creeper,"['The Black Cauldron', 'Once Upon a Halloween']",[],[],[],[],[]
Crocodiles,"['The Lion King', ""The Lion King II: Simba's Pride""]",['The Lion Guard'],[],[],[],['The Lion King (musical)']
Crocosaurus,[],"['The Wuzzles', 'Darkwing Duck']",[],[],[],[]
Jake Crossley,[],['The Evermoor Chronicles'],[],[],[],[]
Tyler Cutebiker,[],['Gravity Falls'],[],[],[],[]
Cassim,['Aladdin and the King of Thieves'],[],[],[],[],[]
Devon Carter,[],"[""That's So Raven"", ""Raven's Home""]",[],[],[],[]
Aunt Cathy,[],['American Dragon: Jake Long'],[],[],[],[]
"Chaps, Manny and Sperk",[],['Lilo & Stitch: The Series'],[],[],[],[]
Charley,['Beauty and the Beast'],[],[],[],[],[]
Tony Chiccolini,[],['Jessie (TV series)'],[],[],[],[]
Chicha,"[""The Emperor's New Groove"", ""Kronk's New Groove""]","[""The Emperor's New School""]",[],[],[],"['Jingle Bell, Jingle BAM!']"
Chief,[],['Fish Hooks'],[],[],[],[]
Chopsuey,[],[],[],[],[],[]
Chuck,[],['Amphibia'],[],[],[],[]
Chuck,[],['Motorcity'],[],[],[],[]
Circe,[],['DuckTales'],[],[],[],[]
Clamantha,[],['Fish Hooks'],[],[],[],[]
Halinor Clarkson,[],[],[],[],[],[]
Princess Claudia,[],['Timon & Pumbaa'],[],[],[],[]
The Claw,[],['Quack Pack'],[],[],[],[]
Coach Pramod Kadam,['Dangal'],[],[],[],[],[]
Coach Wilson,[],[],[],[],[],[]
Cogsworth,"['Beauty and the Beast (1991 film)', 'Beauty and the Beast: The Enchanted Christmas', ""Beauty and the Beast: Belle's Magical World"", ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Beauty and the Beast (2017 film)']","['Timon & Pumbaa', 'House of Mouse']",[],[],[],"['Fantasmic!', 'Beauty and the Beast Live on Stage', 'Enchanted Tale of Beauty and the Beast']"
Sir Colby,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Coldstone,[],['Gargoyles'],[],[],[],[]
Collie,"['One Hundred and One Dalmatians', ""101 Dalmatians II: Patch's London Adventure""]",['101 Dalmatians: The Series'],[],[],[],[]
Conseil,"['20,000 Leagues Under the Sea']",[],[],[],[],[]
Doctor Cooper,[],['TaleSpin'],[],[],[],[]
Fanny Goose,[],[],[],[],[],[]
Cora Beakman,[],['T.O.T.S.'],[],[],[],[]
Corduroy Brothers,[],['Gravity Falls'],[],[],[],[]
Clyde Cosgrove,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Peter Cratchit,[],['A Christmas Carol'],[],[],[],[]
Kim Crawford,[],"[""Kickin' It""]",[],[],[],[]
Crocodiles,['The Rescuers Down Under'],[],[],[],[],[]
Wilson Croft,['Flubber'],[],[],[],[],[]
Cujo,['Mars Needs Moms'],[],[],[],[],[]
Neil Apestrong,[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[]
Randy Cunningham,[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[]
Cassandra,['Tangled: Before Ever After'],['Tangled: The Series'],[],[],[],[]
Cassandra,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
John Carter,['John Carter (film)'],[],[],[],[],[]
Cash,['The Fox and the Hound 2'],[],[],[],[],[]
Celebrity Starr,[],['The Replacements'],[],[],[],[]
Celestabellebethabelle,[],['Gravity Falls'],[],[],[],[]
Camille Chameleon,[],['Darkwing Duck'],[],[],[],[]
Chandu,[],[],[],[],[],"[""Sindbad's Storybook Voyage""]"
Careless Charlie,[],[],[],[],[],[]
Charlton J. Taboret,[],[],[],[],[],['Mystic Manor']
Chase Henderson,[],['Lab Rats'],[],[],[],[]
Chelsea,"[""Max Keeble's Big Move""]",[],[],[],[],[]
Chips,[],['101 Dalmatian Street'],[],[],[],[]
Chundel,[],['Quack Pack'],[],[],[],[]
Clerk Peaches,[],[],[],[],[],[]
Clion,[],['Hercules (TV series)'],[],[],[],[]
Cloaked Skull,[],['Teamo Supremo'],[],[],[],[]
Clowns,"['Dumbo (1941 film)', 'Who Framed Roger Rabbit', 'Dumbo (2019 film)']",[],[],[],[],[]
The Coachman's Goons,['Pinocchio (film)'],['Mickey Mouse (TV series)'],[],[],[],[]
Anna Coleman,['Freaky Friday (2003)'],[],[],[],[],[]
Colette Marchant,['Dumbo (2019 film)'],[],[],[],[],[]
Comet Guy,[],['Darkwing Duck'],[],[],[],[]
Conor,[],"[""Gamer's Guide to Pretty Much Everything""]",[],[],[],[]
Cookie (aka Chillie Walsh),"['The Computer Wore Tennis Shoes', ""Now You See Him, Now You Don't"", 'The Strongest Man in the World']",[],[],[],[],[]
"Queenie, Duchess, Countess and Princess",['One Hundred and One Dalmatians'],['101 Dalmatians: The Series'],[],[],[],[]
Cutler,[],['Tron: Uprising'],[],[],[],[]
Theo Cavenaugh,[],['The Suite Life of Zack & Cody'],[],[],[],[]
Cavenpuss,[],"[""Milo Murphy's Law""]",[],[],[],[]
Councilor Chang,[],['American Dragon: Jake Long'],[],[],[],[]
Charlie Rawlins,['Bedknobs and Broomsticks'],[],[],[],[],[]
Prince Charming,"['Cinderella (1950 film)', 'Cinderella II: Dreams Come True', 'Cinderella III: A Twist in Time', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'The Princess and the Frog', 'Cinderella (2015 film)']","['House of Mouse', 'Once Upon a Time', 'Mickey Mouse (TV series)']",[],[],[],"[""Cinderella's Golden Carousel"", 'Fantasmic!', 'Dream Along With Mickey', 'Prince Charming Regal Carrousel', 'Mickey Mouse Revue', 'Main Street Electrical Parade', 'SpectroMagic', ""Walt Disney's Parade of Dreams"", 'Celebrate a Dreams Come True Parade', 'Jubilation!', 'The Golden Mickeys', 'Festival of Fantasy Parade', ""It's a Small World"", 'Once Upon a Time (Tokyo Disneyland)']"
Cheddarhead Charlie and Camembert Kate,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Chef Louis,"['The Little Mermaid', 'The Little Mermaid II: Return to the Sea']","['Raw Toonage', 'Marsupilami (TV series)', 'The Little Mermaid (TV series)', 'House of Mouse', 'The Wonderful World of Disney: The Little Mermaid Live!']",[],[],[],[]
Chessy,['The Parent Trap (1998 film)'],[],[],[],[],[]
Chief Big Bear,['The Lone Ranger'],[],[],[],[],[]
Chip and Dale,"['Fun and Fancy Free', 'Who Framed Roger Rabbit', ""Mickey's Once Upon a Christmas"", ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Saving Mr. Banks']","['Walt Disney anthology series', 'The Mouse Factory', ""Chip 'n Dale Rescue Rangers"", 'Darkwing Duck', 'Quack Pack', 'Mickey Mouse Works', 'House of Mouse', 'Mickey Mouse Clubhouse', 'Have a Laugh!', 'A Poem Is...', 'Mickey Mouse (TV series)', 'Mickey and the Roadster Racers', 'DuckTales (2017 series)', ""Chip 'n' Dale: Park Life""]",[],[],[],"['The Disney Afternoon Live!: Plane Crazy', ""Mickey's Magical TV World"", 'Fantasmic!', ""Chip 'n' Dale's Treehouse"", ""Mickey's Soundsational Parade"", 'Celebrate a Dreams Come True Parade', 'SpectroMagic', ""Mickey's Boo-to-You Halloween Parade"", ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'Disney Stars and Motorcars Parade', ""Mickey's Jammin' Jungle Parade"", ""Mickey's Jingle Jungle Parade"", ""Mickey & Duffy's Spring Voyage"", 'Parade of the Stars', 'Festival of Fantasy Parade']"
Chomp,['102 Dalmatians'],[],[],[],[],[]
Chris,[],['Big Hero 6: The Series'],[],[],[],[]
Chucho,['Beverly Hills Chihuahua'],[],[],[],[],[]
Clarice,[],[],['Two Chips and a Miss'],[],[],"['Main Street Electrical Parade', 'Fantasmic!', 'Tokyo DisneySea', ""Mickey & Duffy's Spring Voyage"", 'Nightfall Glow', 'Fashionable Easter']"
Santa Claus,[],[],[],[],[],[]
Coach Spitz,[],"[""Raven's Home""]",[],[],[],[]
Mr. Collinsworth,[],['Jessie (TV series)'],[],[],[],[]
Commander John Evenrude,[],[],[],[],[],"[""A Pirate's Adventure: Treasures of the Seven Seas""]"
Community Sue,[],['Big City Greens'],[],[],[],[]
Queen Constantina,"[""Rodgers & Hammerstein's Cinderella""]",[],[],[],[],[]
Mary Contrary,['Babes in Toyland'],[],[],[],[],[]
Peter Cook,[],[],[],[],[],[]
Ben Cooper,"['Alexander and the Terrible, Horrible, No Good, Very Bad Day']",[],[],[],[],[]
Emily Cooper,"['Alexander and the Terrible, Horrible, No Good, Very Bad Day']",[],[],[],[],[]
Zeke,[],['Mickey Mouse Works'],[],[],[],[]
Cowardly Lion,"['Return to Oz', 'Oz the Great and Powerful']",['Once Upon a Time'],[],[],[],[]
Colin Cowling,['Planes'],[],[],[],[],[]
Bob Cratchit,['A Christmas Carol'],[],[],[],[],[]
Crazy Edie,[],['TaleSpin'],[],[],[],[]
Crystal,[],['Kim Possible'],[],[],[],[]
Cyrus,[],['Once Upon a Time in Wonderland'],[],[],[],[]
Caterpillar,['Alice in Wonderland'],"['House of Mouse', 'Once Upon a Time', 'Once Upon a Time in Wonderland']",[],[],[],"['Alice in Wonderland (Disneyland attraction)', ""Alice's Curious Labyrinth"", ""Walt Disney's Parade of Dreams"", 'Main Street Electrical Parade']"
Catherine the Greater,['Dumbo (2019 film)'],[],[],[],[],[]
Mr. Centipede,['James and the Giant Peach'],[],[],[],[],[]
Cerberus,['Hercules (film)'],"['Hercules (TV series)', 'Once Upon a Time']",[],[],[],[]
Chancellor Trample,[],['TaleSpin'],[],[],[],[]
Chandeleria,"[""Beauty and the Beast: Belle's Magical World""]",[],[],[],[],[]
Chatana,[],['Elena of Avalor'],[],[],[],[]
Bob Chen,[],['Kim Possible'],[],[],[],[]
Cherubs,"['Fantasia', 'Who Framed Roger Rabbit']",[],[],[],[],[]
Chinese Chef,"['Peter Pan', 'The Reluctant Dragon']",[],[],[],[],[]
Cinderella,['Into the Woods'],[],[],[],[],[]
Cinderella's Mother,['Into the Woods'],[],[],[],[],[]
Clayton,"['Tarzan (film)', 'Once Upon a Halloween']",['The Legend of Tarzan'],[],[],[],[]
Clyde & Claude,[],[],[],[],[],"[""Walt Disney's Enchanted Tiki Room""]"
Magnolia Dusty Clydesdale,['The Apple Dumpling Gang'],[],[],[],[],[]
Coach Jenkins,['Descendants'],[],[],[],[],[]
Cody,['The Rescuers Down Under'],[],[],[],[],['World of Color']
The Colander Combo,[],[],['Harold and His Amazing Green Plants'],[],[],['Kitchen Kabaret']
Coltrane,[],['Phineas and Ferb'],[],[],[],[]
Cookie Carnival Judges,"[""Mickey's Magical Christmas: Snowed in at the House of Mouse""]",['House of Mouse'],['The Cookie Carnival'],[],[],[]
Alexander Cooper,"['Alexander and the Terrible, Horrible, No Good, Very Bad Day']",[],[],[],[],[]
Cornica,[],['Jake and the Never Land Pirates'],[],[],[],[]
Cri-Kee,"['Mulan', 'Mulan II', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Mulan (2020 film)']","['House of Mouse', ""It's a Small World: The Animated Series""]",[],[],[],[]
Duke Cristóbal,[],['Elena of Avalor'],[],[],[],[]
Dr. Emile Crocker,[],['Quack Pack'],[],[],[],[]
Nerissa Crossnic,[],['W.I.T.C.H. (TV series)'],[],[],[],[]
Professor Crumbs,[],['Wizards of Waverly Place'],[],[],[],[]
Cruz,[],['Elena of Avalor'],[],[],[],[]
Rebecca Cunningham,[],['TaleSpin'],[],[],[],[]
Cy-Bugs,"['Wreck-It Ralph (film)', 'Big Hero 6', 'Ralph Breaks the Internet']",[],[],[],[],[]
D'Artagnan,['The Three Musketeers'],['Once Upon a Time'],[],[],[],[]
Special Agent Carter and Special Agent David Trygstad,['G-Force'],[],[],[],[],[]
Cat,[],[],['The Cat That Looked at a King'],[],[],[]
Cauldron Born,"['The Black Cauldron', 'Once Upon a Halloween']",['House of Mouse'],[],[],[],['Cinderella Castle Mystery Tour']
The Cereal Sisters,[],[],[],[],[],['Kitchen Kabaret']
Chad,[],"[""Gamer's Guide to Pretty Much Everything""]",[],[],[],[]
Chick and Stu,[],['Bonkers'],[],[],[],[]
Chicken Little,['Who Framed Roger Rabbit'],[],['Chicken Little (1943 short)'],[],[],[]
Chief O'Hara,"[""Mickey's House of Villains""]","['DuckTales', 'Mickey Mouse Works', 'House of Mouse']",[],[],[],[]
Chief Tui,['Moana (film)'],[],[],[],[],[]
Claire Clancy,[],['Fancy Nancy'],[],[],[],[]
Clarice,['Beauty and the Beast (1991 film)'],[],[],[],[],[]
Claw,[],['Gargoyles'],[],[],[],[]
Clinton Coot,[],"['Legend of the Three Caballeros', 'DuckTales (2017 series)']",[],[],[],[]
Cloudy,['Leroy & Stitch'],['Lilo & Stitch: The Series'],[],[],[],[]
Clovis,[],['Darkwing Duck'],[],[],[],[]
Cobra,[],['Timon & Pumbaa'],[],[],[],[]
Cobweb,[],[],[],[],[],[]
Colonel,"['One Hundred and One Dalmatians', '101 Dalmatians (1996 film)', ""Mickey's Magical Christmas: Snowed in at the House of Mouse""]","[""Chip 'n Dale Rescue Rangers"", '101 Dalmatians: The Series', 'House of Mouse']",[],[],[],[]
Chad Cooper,[],"['Sonny with a Chance', 'So Random!']",[],[],[],[]
Hank Cooper,['The Love Bug (1997 film)'],[],[],[],[],[]
Susie,[],['House of Mouse'],['Susie the Little Blue Coupe'],[],[],[]
Professor Crackpotkin,[],['TaleSpin'],[],[],[],[]
Cranky,[],"[""Where's My Water?: Swampy's Underground Adventures""]",[],[],[],[]
Jiminy Cricket,"['Pinocchio (film)', 'Fun and Fancy Free', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Jiminy Cricket's Christmas"", ""Teacher's Pet (film)""]","['Walt Disney anthology series', 'The Mickey Mouse Club', 'Bonkers', 'House of Mouse', 'A Poem Is...', 'Once Upon a Time']",[],[],[],"[""Pinocchio's Daring Journey"", 'Fantasmic!', 'Wishes: A Magical Gathering of Disney Dreams', ""Walt Disney's Parade of Dreams"", 'SpectroMagic', 'A Christmas Fantasy Parade', 'Festival of Fantasy Parade', ""Mickey's Once Upon a Christmastime Parade"", 'Jubilation!', 'Mickey and the Magical Map', 'Celebrate A Dreams Come True Parade']"
The Croc,[],['Jungle Cubs'],[],[],[],[]
Agatha Cromwell,"['Halloweentown (film)', ""Halloweentown II: Kalabar's Revenge"", 'Halloweentown High', 'Return to Halloweentown']",[],['Chibi Tiny Tales'],[],[],[]
Crows,[],['The New Adventures of Winnie the Pooh'],[],[],[],[]
Crud,[],['The New Adventures of Winnie the Pooh'],[],[],[],[]
Cuckoo La-La,[],['Mickey and the Roadster Racers'],[],[],[],[]
Cyber,[],['Stitch!'],[],[],[],[]
Cyrus,[],['Tron: Uprising'],[],[],[],[]
Da Vinci,[],['101 Dalmatian Street'],[],[],[],[]
Carver Descartes,[],['The Weekenders'],[],[],[],[]
Cashbots,[],[],[],[],[],[]
Chainsaw,[],['Goof Troop'],[],[],[],[]
Charlotte,['Beverly Hills Chihuahua 3: Viva la Fiesta'],[],[],[],[],[]
Charon,['Hercules (film)'],"['Hercules (TV series)', 'Once Upon a Time', 'Legend of the Three Caballeros']",[],[],[],['World of Color']
Chef Bouche,"['Beauty and the Beast (1991 film)', ""Beauty and the Beast: Belle's Magical World"", 'Beauty and the Beast (2017 film)']",[],[],[],[],['Enchanted Tale of Beauty and the Beast']
Chief Zephyr,[],['Elena of Avalor'],[],[],[],[]
Mr. Chomp,[],['Doc McStuffins'],[],[],[],[]
"Chris ""Q"" Todd",[],[],[],[],[],[]
Cindy,[],['Lloyd in Space'],[],[],[],[]
Cidny,[],"[""That's So Raven""]",[],[],[],[]
Circus Animals,"['Dumbo (1941 film)', 'Dumbo (2019 film)']",[],[],[],[],[]
Clanker,"[""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End""]",[],[],[],[],[]
Clayton's Men,['Tarzan (film)'],[],[],[],[],[]
Princess Clio,['Sofia the First: Once Upon a Princess'],['Sofia the First'],[],[],[],[]
Clip,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],"[""Stitch's Great Escape!""]"
CLU 2.0,['Tron: Legacy'],['Tron: Uprising'],[],[],[],[]
Coco the Coconutty Monkey,[],['Mickey Mouse Clubhouse'],[],[],[],[]
Coffin Occupant,['The Haunted Mansion (film)'],[],[],[],[],['The Haunted Mansion']
Michael Collins,['The Proud Family Movie'],['The Proud Family'],[],[],[],[]
Colonel Rolf Rolfe,[],[],['The Steeple Chase'],[],[],[]
Colonel's Thugs,[],['Quack Pack'],[],[],[],[]
Principal Compton,['The Santa Clause'],[],[],[],[],[]
Mr. Condor,[],['Sonny with a Chance'],[],[],[],[]
Coop,[],['Yin Yang Yo!'],[],[],[],[]
Mr. Corelli,[],"['Hannah Montana', 'The Suite Life on Deck']",[],[],[],[]
Student Council,[],['Fish Hooks'],[],[],[],[]
Count Down,[],['Timon & Pumbaa'],[],[],[],[]
Crash,"[""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End""]",[],[],[],[],[]
Danny Crowe,[],[],[],[],[],[]
Curly Q,[],['Doc McStuffins'],[],[],[],[]
Cecilia,[],['Jake and the Never Land Pirates'],[],[],[],[]
Chef Remy Bones,[],['Vampirina'],[],[],[],[]
Chen Honghui,['Mulan (2020 film)'],[],[],[],[],[]
Chief Quimby,"['Inspector Gadget (1999 film)', 'Inspector Gadget 2']",[],[],[],[],[]
Chuluun ,[],['The Lion Guard'],[],[],[],[]
Chuuby,[],[],[],[],[],"[""Mickey and Minnie's Runaway Railway""]"
Cisco Pig,[],['Timon & Pumbaa'],[],[],[],[]
Cisco Pig's Gang,[],['Timon & Pumbaa'],[],[],[],[]
Claire and Vince,['Tangled'],[],[],[],[],[]
Mrs. Claus,"['The Nightmare Before Christmas', 'One Magic Christmas', 'The Ultimate Christmas Present', 'The Search for Santa Paws', 'Noelle']","['Mickey Mouse Clubhouse', 'Prep & Landing: Naughty vs. Nice', 'Future-Worm!', 'Puppy Dog Pals']",[],[],[],[]
Clementine Clevenger,[],['TaleSpin'],[],[],[],[]
Clink,['Leroy & Stitch'],['Lilo & Stitch: The Series'],[],[],[],[]
Dipper Clones,[],['Gravity Falls'],[],[],[],[]
Conrad Cockatoo,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Cogs,[],['DuckTales (2017 series)'],[],[],[],[]
Harry Coleman,['Freaky Friday (2003 film)'],[],[],[],[],[]
The Colonel,[],['Quack Pack'],[],[],[],[]
Colonel Critchlow Sunchbench,[],[],[],[],[],"['Adventurers Club', ""Trader Sam's""]"
Construction Supervisor,['Up'],[],[],[],[],[]
Charlie Conway,"['The Mighty Ducks', 'D2: The Mighty Ducks', 'D3: The Mighty Ducks']",[],[],[],[],[]
Trevor Cooper,"['Alexander and the Terrible, Horrible, No Good, Very Bad Day']",[],[],[],[],[]
Cotton's Parrot,"['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End"", 'Pirates of the Caribbean: On Stranger Tides']",[],['Pirates of the Caribbean: Tales of the Code: Wedlocked'],[],[],['Pirates of the Caribbean (attraction)']
Courtney,[],['American Dragon: Jake Long'],[],[],[],[]
Crandall's mom,[],['Teamo Supremo'],[],[],[],[]
Ichabod Crane,['The Adventures of Ichabod and Mr. Toad'],"['Walt Disney anthology series', 'House of Mouse']",[],[],[],['Frightfully Fun Parade']
Emily Cratchit,['A Christmas Carol'],[],[],[],[],[]
Madame Credenza,[],['Timon & Pumbaa'],[],[],[],[]
Crom,['Tron'],[],[],[],[],[]
Cuddles,[],['101 Dalmatian Street'],[],[],[],[]
Ninja of 2005,[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[]
Cassie,[],['Star Darlings'],[],[],[],[]
Princess Caterina,[],['Elena of Avalor'],[],[],[],[]
Cave of Wonders,"['Aladdin (film)', ""Mickey's House of Villains"", 'Aladdin (2019 film)']","['House of Mouse', 'Once Upon a Time']",[],[],[],"['Fantasmic', 'World of Color', 'Storybook Land Canal Boats', 'DisneyQuest', 'Sorcerers of the Magic Kingdom', 'Hyperion Theater', 'Once Upon a Time (Tokyo Disneyland)']"
Chain Gang Chuck,[],['American Dragon: Jake Long'],[],[],[],[]
Chairmouse,"['The Rescuers', 'The Rescuers Down Under']",[],[],[],[],[]
Chance,"['Homeward Bound: The Incredible Journey', 'Homeward Bound II: Lost in San Francisco']",[],[],[],[],[]
Charica,[],['Elena of Avalor'],[],[],[],[]
Farmer Charlie Cooney,['The Cat from Outer Space'],[],[],[],[],[]
Chernabog's Minions,"['Fantasia', 'The Black Cauldron']","['House of Mouse', 'Mickey Mouse (TV series)']",[],[],[],"['Cinderella Castle Mystery Tour', 'Fantasmic!']"
Cheryl and Meryl,[],['Brandy & Mr. Whiskers'],[],[],[],[]
Cheshire Cat,"['Alice in Wonderland (1951 film)', 'Who Framed Roger Rabbit', 'Flubber', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains""]","['Adventures in Wonderland', 'House of Mouse', 'Once Upon a Time in Wonderland']",['Electric Holiday'],[],[],"['Alice in Wonderland (Disneyland attraction)', 'Fantasmic!', 'World of Color', ""Alice's Curious Labyrinth"", 'Celebrate the Magic', 'Main Street Electrical Parade', 'SpectroMagic']"
Chessur,"['Alice in Wonderland (2010 film)', 'Alice Through the Looking Glass']",[],[],[],[],['Alice in Wonderland Maze']
Keewazi,[],['The Legend of Tarzan'],[],[],[],[]
Hans Christian Andersen,[],['The Little Mermaid (TV series)'],[],[],[],[]
Shaniqua Chulavista,[],['American Dragon: Jake Long'],[],[],[],[]
Cinderella's Father,"['Cinderella (1950 film)', 'Cinderella (2015 film)']","['Once Upon a Time', 'Sir Francis Tremaine']",[],[],[],[]
Cinderella's Stepmother,"[""Rodgers & Hammerstein's Cinderella""]",[],[],[],[],[]
CJ Hook,[],['Descendants: Wicked World'],[],[],[],[]
Queen Clarion,"['Tinker Bell (film)', 'Tinker Bell and the Lost Treasure', 'Secret of the Wings', 'The Pirate Fairy', 'Tinker Bell and the Legend of the NeverBeast']",[],[],[],[],[]
Cobby Hugglemonster,[],['Henry Hugglemonster'],[],[],[],[]
Barista,[],[],[],[],[],[]
Dean Collins,[],['W.I.T.C.H. (TV series)'],[],[],[],[]
Kelly Cooper,"['Alexander and the Terrible, Horrible, No Good, Very Bad Day']",[],[],[],[],[]
Coral,[],[],[],[],[],[]
Mr. Cotton,"['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End""]",[],['Pirates of the Caribbean: Tales of the Code: Wedlocked'],[],[],[]
Count Barnstorm,[],['Sofia the First'],[],[],[],[]
Major Courage,[],['DuckTales'],[],[],[],[]
Cow,[],['Goldie & Bear'],[],[],[],[]
Clarabelle Cow,"['Who Framed Roger Rabbit', ""Mickey's Once Upon a Christmas"", 'Mickey, Donald, Goofy: The Three Musketeers', 'Ralph Breaks the Internet']","['Walt Disney anthology series', 'The Mickey Mouse Club', 'Bonkers', 'Mickey Mouse Works', 'House of Mouse', 'Mickey Mouse Clubhouse', 'Have a Laugh!', 'Mickey Mousekersize', ""Minnie's Bow-Toons"", 'A Poem Is...', 'Mickey Mouse (TV series)', 'Mickey and the Roadster Racers', 'Mickey Go Local', 'The Wonderful World of Mickey Mouse']",[],[],[],"['Disneyland', ""Mickey's Most Merriest Celebration"", 'Move It! Shake It! MousekeDance It! Street Party', ""Mickey's Boo-to-You Halloween Parade"", ""Mickey's Once Upon a Christmastime Parade"", 'A Christmas Fantasy Parade', 'Silly Symphony Swings', 'Fantasmic!', 'Light Magic', 'The World According to Goofy', 'Parade of the Stars', 'Happiness is Here Parade', ""Mickey and Minnie's Runaway Railway""]"
Crispy,[],['Sofia the First'],[],[],[],[]
