Name,Films,TV Shows,Short Films,Allies,Enemies,Park Attractions
Bill Bluff,"[""Doug's 1st Movie""]","[""Disney's Doug""]",[],[],[],[]
Rita Book,[],['Timon & Pumbaa'],[],[],[],[]
Brian,[],"[""Kickin' It""]",[],[],[],[]
Bridget,[],['Vampirina'],[],[],[],[]
"""Big Daddy"" Brotherson",[],['Kim Possible'],[],[],[],[]
Brutus and Nero,"['The Rescuers', 'Fantasia 2000', 'Once Upon a Halloween']",['DuckTales'],[],[],[],[]
Buddy,[],"[""Disney's Adventures of the Gummi Bears""]",[],[],[],[]
Bumble,['Melody Time'],[],[],[],[],['Happiness is Here Parade']
Bunga,['The Lion Guard: Return of the Roar'],"['The Lion Guard', ""It's UnBungalievable!""]",[],[],[],[]
Billy Butcherson,['Hocus Pocus'],[],[],[],[],[]
Caleb,[],['W.I.T.C.H. (TV series)'],[],[],[],[]
Callista,[],['Hercules: The Animated Series'],[],[],[],[]
Taylor Callum,['Cow Belles'],[],[],[],[],[]
Cameron,[],['PJ Masks'],[],[],[],[]
Captain Gore,[],[],[],[],[],"['The Haunted Mansion', 'Pirates of the Caribbean (attraction)']"
Card Soldiers,"['Alice in Wonderland (1951 film)', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains"", 'Once Upon a Halloween']","['House of Mouse', 'Once Upon a Time', 'Once Upon a Time in Wonderland']",[],[],[],"['Alice in Wonderland (Disneyland attraction)', ""Alice's Curious Labyrinth"", ""Walt Disney's Parade of Dreams""]"
Big Al,['The Country Bears'],[],[],[],[],"['Country Bear Jamboree', 'Country Bear Vacation Hoedown', 'Country Bear Christmas Special', ""Mickey's Boo-to-You Halloween Parade"", 'Parade of the Stars']"
Billy the Squid,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Birds,"['Cinderella (1950 film)', 'Cinderella II: Dreams Come True', 'Cinderella III: A Twist in Time', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'Cinderella (2015 film)', 'Ralph Breaks the Internet']",['House of Mouse'],[],[],[],"[""Cinderella's Fairy Tale Hall"", ""Cinderella's Golden Carousel""]"
Lola Boa,[],['Brandy & Mr. Whiskers'],[],[],[],[]
Bob and Flo Spinelli,"[""Recess: School's Out""]",['Recess'],[],[],[],[]
Bobo,[],['Elena of Avalor'],[],[],[],[]
Boi,"['High School Musical 2', 'High School Musical 3', ""Sharpay's Fabulous Adventure""]","['Hannah Montana', 'House of Mouse', 'Kim Possible', 'The Suite Life of Zack & Cody']",[],[],[],['Disneyland Paris']
Mrs. Bolt,[],['Lloyd in Space'],[],[],[],[]
Boscha,[],['The Owl House'],[],[],[],[]
Professor Brainard,"['The Absent-Minded Professor', 'Son of Flubber', 'Flubber']",[],[],[],[],['Journey Into Imagination With Figment']
Brainteasers,[],['Darkwing Duck'],[],[],[],[]
Brent,[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[]
Ted Brooks,['Snow Dogs'],[],[],[],[],[]
Bruni,['Frozen II'],[],['At Home With Olaf'],[],[],[]
Cobra Bubbles,"['Lilo & Stitch', 'Stitch! The Movie', 'Leroy & Stitch']","['Lilo & Stitch: The Series', 'Stitch & Ai']",[],[],[],[]
Buck Buckerson,[],['Phineas and Ferb'],[],[],[],[]
Bucky Bug,['Who Framed Roger Rabbit'],[],['Bugs in Love'],[],[],[]
Bupu,[],['The Lion Guard'],[],[],[],[]
Butch,[],[],[],[],[],[]
"Buzzie, Flaps, Ziggy, and Dizzy","['The Jungle Book', 'The Jungle Book 2', 'Who Framed Roger Rabbit']","['House of Mouse', 'Mickey Mouse (TV series)']",[],[],[],[]
Abigail Callaghan,['Big Hero 6'],['Big Hero 6: The Series'],[],[],[],[]
The Canadian Organization Without a Cool Acronym,[],['Phineas and Ferb'],[],[],[],[]
Cannonball,['Leroy & Stitch'],['Lilo & Stitch: The Series'],[],[],[],"[""Stitch's Great Escape!""]"
Captain,['Cinderella (2015 film)'],[],[],[],[],[]
Captain EO,[],[],[],[],[],[]
Captain Rochefort,['The Three Musketeers'],[],[],[],[],[]
Captain Super Captain,[],['Penn Zero: Part-Time Hero'],[],[],[],[]
José Carioca,"['Saludos Amigos', 'The Three Caballeros', 'Melody Time', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains""]","['Walt Disney anthology series', 'Mickey Mouse Works', 'House of Mouse', 'A Poem Is...', ""It's a Small World: The Animated Series"", 'Mickey Mouse (TV series)', 'Mickey and the Roadster Racers', 'Legend of the Three Caballeros', 'DuckTales (2017 series)']",[],[],[],"['Mickey Mouse Revue', 'Gran Fiesta Tour Starring the Three Caballeros', ""It's a Small World"", ""Mickey's Soundsational Parade"", 'Fashionable Easter', ""Mickey's Most Merriest Celebration""]"
Carlos Sanchez,[],['Lizzie McGuire'],[],[],[],[]
Carter,['Muppets Most Wanted'],"['Muppets Tonight (page does not exist)', 'Disney Drive-On with The Muppets']",[],[],[],[]
Black Triangles,['Fantasia 2000'],[],[],[],[],[]
King Blowhard,[],['DuckTales'],[],[],[],[]
Derek Blunt,[],['Darkwing Duck'],[],[],[],[]
Boniface,[],[],[],[],[],[]
Boone Wiseman,[],['Penn Zero: Part-Time Hero'],[],[],[],[]
Boonnetta Proud,[],['The Proud Family'],[],[],[],[]
Boppy,[],"['Doc McStuffins', 'The Doc Files']",[],[],[],[]
Boreas,[],['Hercules (TV series)'],[],[],[],[]
Bouncing Bumble Queen,[],['Jake and the Never Land Pirates'],[],[],[],[]
Bowtie,[],['Miles from Tomorrowland'],[],[],[],[]
Boy Beaver,[],['Timon & Pumbaa'],[],[],[],[]
Br'er Frog,['Song of the South'],[],[],[],[],"['Splash Mountain', 'Mark Twain Riverboat', 'Disneyland']"
Br'er Rabbit,"['Song of the South', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", ""Mickey's House of Villains""]","['Walt Disney anthology series', 'The Mouse Factory', 'House of Mouse']",[],[],[],"['Splash Mountain', 'Mickey Mouse Revue', 'Jubilation!', ""Mickey's Jammin' Jungle Parade"", ""Mickey's Jingle Jungle Parade"", ""Mickey's Boo-to-You Halloween Parade"", 'Light Magic', 'Fantasmic!', 'Parade of the Stars', 'World of Color']"
Brentwood,[],['Gargoyles'],[],[],[],[]
Brianna Buttowski,[],['Kick Buttowski: Suburban Daredevil'],[],[],[],[]
Bridget,['The Wild'],[],[],[],[],[]
Elyon Brown,[],['W.I.T.C.H. (TV series)'],[],[],[],[]
Professor Emelius Browne,['Bedknobs and Broomsticks'],[],[],[],[],[]
Barbara Brownstein,[],"['The Suite Life of Zack & Cody', 'The Suite Life on Deck']",[],[],[],[]
Bruno,"['Cinderella (1950 film)', 'Cinderella II: Dreams Come True']","['Walt Disney anthology series', 'Raw Toonage', 'A Poem Is...']",[],[],[],"[""Cinderella's Golden Carousel"", 'Fantasmic!', ""Cinderella's Fairy Tale Hall""]"
Bucky the Squirrel,"[""The Emperor's New Groove"", ""Kronk's New Groove""]","[""The Emperor's New School""]",[],[],[],[]
Bud and Sylvia Newman,"['The Santa Clause 2', 'The Santa Clause 3: The Escape Clause']",[],[],[],[],[]
Budderball,"['Air Buddies', 'Snow Buddies', 'Space Buddies', 'Santa Buddies', 'Spooky Buddies', 'Treasure Buddies', 'Super Buddies']",[],[],[],[],[]
Taurus Bulba,[],"['Darkwing Duck', 'DuckTales (2017 series)']",[],[],[],[]
Butch,[],[],[],[],[],[]
C-3-lhu,[],['Gravity Falls'],[],[],[],[]
Cabbie,['Planes: Fire & Rescue'],[],[],[],[],[]
Rat Capone,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Carl,['Meet the Robinsons'],[],[],[],[],[]
Carlos,"['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest""]",[],[],[],[],['Pirates of the Caribbean (ride)']
Carmen,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],[]
Bernard,"['The Rescuers', 'The Rescuers Down Under']","['House of Mouse', 'A Poem Is...']",[],[],[],"['Parade of the Stars', 'World of Color', 'Main Street Electrical Parade']"
Bill Cipher,[],['Gravity Falls'],[],[],[],[]
Bishop,['The Little Mermaid'],[],[],[],[],[]
Blackjack,[],['DuckTales'],[],[],[],[]
Blendin Blandin,[],['Gravity Falls'],[],[],[],[]
Blaster,['G-Force'],[],[],[],[],[]
Blaze,"['Tinker Bell and the Lost Treasure', 'Tinker Bell and the Great Fairy Rescue']",[],[],[],[],['Main Street Electrical Parade']
Blotworx,[],[],[],[],[],[]
Blue Fairy,"['Pinocchio (film)', ""Teacher's Pet: The Movie"", 'Geppetto (film)', 'Ralph Breaks the Internet']","['House of Mouse', 'Once Upon a Time']",[],[],[],"[""Pinocchio's Daring Journey"", 'Main Street Electrical Parade', ""Walt Disney's Parade of Dreams"", 'Wishes: A Magical Gathering of Disney Dreams', 'Jubilation!', 'Parade of the Stars', ""Magical: Disney's New Nighttime Spectacular of Magical Celebrations"", 'Once Upon a Time (Tokyo Disneyland)']"
Bodger,['The Incredible Journey'],[],[],[],[],[]
Bongo,"['Fun and Fancy Free', 'The Return of Jafar']","['House of Mouse', 'A Poem Is...']","[""Mickey's Christmas Carol""]",[],[],[]
Boodles,[],['Mickey Mouse Clubhouse'],[],[],[],[]
Harold Booth,['The Black Hole'],[],[],[],[],[]
Ezra Beetle,[],[],"['Bootle Beetle', 'Sea Salts', 'The Greener Yard', 'Morris, the Midget Moose']",[],[],[]
Breezy,[],[],[],[],[],[]
Brenda,[],['Pepper Ann'],[],[],[],[]
Briar and Bramble,[],['DuckTales (2017 series)'],[],[],[],[]
Mrs. Brill,['Mary Poppins'],[],[],[],[],[]
Bronx,[],['Gargoyles'],[],[],[],[]
Django Brown,['Phineas and Ferb the Movie: Across the 2nd Dimension'],['Phineas and Ferb'],[],[],[],[]
Brutish and Oafish Guards,"['The Hunchback of Notre Dame', 'The Hunchback of Notre Dame II']",[],[],[],[],[]
Bubbles the Elephant,[],['Mickey Mouse Clubhouse'],[],[],[],[]
Bucky,['G-Force'],[],[],[],[],[]
Buldeo,['The Jungle Book'],[],[],[],[],[]
Bumblelion,[],['The Wuzzles'],[],[],[],[]
Captain Peghook,[],['DuckTales (2017 series)'],[],[],[],[]
Carina Smyth,['Pirates of the Caribbean: Dead Men Tell No Tales'],[],[],[],[],[]
Big Jack,[],['Doc McStuffins'],[],[],[],[]
Bigfoot,"['A Goofy Movie', 'Bedtime Stories']","['Walt Disney anthology series', 'Darkwing Duck', 'Goof Troop', 'Timon & Pumbaa', 'Phineas and Ferb', 'Gravity Falls', 'DuckTales (2017 series)', 'Vampirina']",[],[],[],[]
Bit,"['Tron', 'Tron: Legacy', 'Ralph Breaks the Internet']",['Tron: Uprising'],[],[],[],[]
Blanca Núñez,[],['Elena of Avalor'],[],[],[],[]
Mikey Blumberg,"[""Recess: School's Out""]","['Recess', 'Lilo & Stitch: The Series']",[],[],[],[]
Bob,[],['Puppy Dog Pals'],[],[],[],[]
Billy Bones,['Treasure Planet'],[],[],[],[],[]
Boo,[],['Sofia the First'],[],[],[],[]
Boreas,"['Fantasia', 'So Dear to My Heart']",[],[],[],[],[]
Bots,[],[],[],[],[],[]
Br'er Gator,[],[],[],[],[],['Splash Mountain']
Braces Girl,[],['Fillmore!'],[],[],[],[]
Clovis Bradley,['The Apple Dumpling Gang'],[],[],[],[],[]
Brawnhilda,['Aladdin and the King of Thieves'],['Aladdin (TV series)'],[],[],[],[]
Bread-and-Butterflies,['Alice in Wonderland (1951 film)'],['House of Mouse'],[],[],[],['Alice in Wonderland (Disneyland attraction)']
Bree James,[],['Fancy Nancy'],[],[],[],[]
Britina,[],['Kim Possible'],[],[],[],[]
Sheriff Sam Brown,['Home on the Range'],[],[],[],[],[]
Bruin,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Bruiser,['Flight of the Navigator'],[],[],[],[],[]
Bruno von Stickle,['Herbie Goes to Monte Carlo'],[],[],[],[],[]
Bryn Breitbart,[],['Jessie (TV series)'],[],[],[],[]
Bubbles,[],['Goof Troop'],[],[],[],[]
Buckets,[],['The 7D'],[],[],[],[]
Pronk and Bucky,['Zootopia'],[],[],[],[],[]
Paul Bunyan,"['Tall Tale', 'American Legends']","['Sing Me a Story with Belle', 'House of Mouse', 'Phineas and Ferb', 'Gravity Falls']",['Paul Bunyan'],[],[],[]
Bushroot,[],"['Darkwing Duck', 'DuckTales (2017 series)']",[],[],[],[]
Star Butterfly,[],"['Star vs. the Forces of Evil', 'Future-Worm!', 'Big City Greens']",[],[],[],[]
Cadence,[],"['w:c:clubpenguin:Club Penguin Shorts', 'We Wish You a Merry Walrus', 'w:c:clubpenguin:Club Penguin: Monster Beach Party']",[],[],[],[]
Captain Colonel,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Captain Crandall,[],['Teamo Supremo'],[],[],[],[]
Captain X,"['Pirates of the Caribbean: The Curse of the Black Pearl', ""Pirates of the Caribbean: Dead Man's Chest"", ""Pirates of the Caribbean: At World's End"", 'Pirates of the Caribbean: On Stranger Tides', 'Pirates of the Caribbean: Dead Men Tell No Tales']",['Phineas and Ferb'],[],[],[],"['Pirates of the Caribbean (attraction)', 'The Legend of Captain Jack Sparrow', 'Pirates of the Caribbean: Battle for the Sunken Treasure', 'Fantasmic!', 'Disneyland']"
Maya Bennett,[],['The Suite Life on Deck'],[],[],[],[]
Bent-Tail,[],['Walt Disney anthology series'],"['The Legend of Coyote Rock', 'Sheep Dog', 'Pests of the West', 'Camp Dog']",[],[],[]
Bertha,[],['American Dragon: Jake Long'],[],[],[],[]
Bethany Jones,[],['The Proud Family'],[],[],[],[]
Betty Rose,[],[],[],[],[],['Disney Pirate or Princess: Make Your Choice']
Billy,['Air Buddies'],[],[],[],[],[]
Billy Beagle,[],['Mickey and the Roadster Racers'],[],[],[],[]
Prince Nevarhas Bin-Broak,[],['TaleSpin'],[],[],[],[]
Black Barty,[],[],[],[],[],[]
Blade Ranger,['Planes: Fire & Rescue'],[],[],[],[],[]
Blag,['The Wild'],[],[],[],[],[]
Hank Blankenhooper,[],['Good Luck Charlie'],[],[],[],[]
Society of the Blind Eye,[],['Gravity Falls'],[],[],[],[]
Captain Bloodbeard,[],['Timon & Pumbaa'],[],[],[],[]
Bob,[],"['The Suite Life of Zack & Cody', 'The Suite Life on Deck']",[],[],[],[]
Bobby,['The Santa Clause'],[],[],[],[],[]
Bobo the Elephant,[],['Mickey Mouse (TV series)'],"[""Mickey's Elephant"", 'Spring Cleaning']",[],[],[]
Bolivar,[],[],['Alpine Climbers'],[],[],[]
Catfish Booray,[],['Randy Cunningham: 9th Grade Ninja'],[],[],[],[]
Inspector Bouchet,['Herbie Goes to Monte Carlo'],[],[],[],[],[]
The Boy,[],[],['The Small One'],[],[],[]
Bracket,[],[],[],[],[],[]
Danica Bricker,[],"[""I Didn't Do It""]",[],[],[],[]
Casey Brown,['Candleshoe'],[],[],[],[],[]
Colonel Geoffrey Brydon,"[""Rudyard Kipling's The Jungle Book""]",[],[],[],[],[]
Bud,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Buff Frog,[],['Star vs. the Forces of Evil'],[],[],[],[]
Building Engineer,[],['Phineas and Ferb'],[],[],[],[]
The Bunny Girls,['Who Framed Roger Rabbit'],[],"['The Tortoise and the Hare', 'Toby Tortoise Returns']",[],[],[]
Butch the Bulldog,[],"['Walt Disney anthology series', ""Chip 'n Dale Rescue Rangers"", 'Mickey Mouse Works', 'Mickey Mouse Clubhouse', 'Have a Laugh!', 'Mickey and the Roadster Racers', 'The Wonderful World of Mickey Mouse']","['Bone Trouble', 'Canine Casanova', ""Pluto's Kid Brother"", 'Wonder Dog', ""Pluto's Heart Throb"", 'Figaro and Frankie', ""Pluto's Housewarming"", 'T-Bone for Two', ""Pluto's Purchase"", 'The Purloined Pup', ""Pluto's Sweater"", 'The Volunteer Worker']",[],[],[]
Butterbear,[],"['The Wuzzles', 'DuckTales (2017 series)']",[],[],[],[]
Sergeant Calhoun,"['Wreck-It Ralph (film)', 'Ralph Breaks the Internet']",[],[],[],[],"['World of Color', 'Jingle Bell, Jingle BAM!']"
King Candy,['Wreck-It Ralph (film)'],[],[],[],[],['World of Color']
Capitaine Chevalle,"[""Pirates of the Caribbean: At World's End""]",[],[],[],[],[]
Captain Nathaniel Flint,['Treasure Planet'],[],[],[],[],[]
Captain Peg-Hook,[],[],[],[],[],[]
Carlotta,"['The Little Mermaid', 'The Little Mermaid II: Return to the Sea']",[],[],[],[],[]
Benny,"['Halloweentown (film)', ""Halloweentown II: Kalabar's Revenge"", 'Return to Halloweentown']",[],['Chibi Tiny Tales'],[],[],[]
Bernice,[],['K.C. Undercover'],[],[],[],[]
The Big Friendly Giant,['The BFG'],[],[],[],[],[]
Bill Grand,"['The Parent Trap II', 'The Parent Trap III']",[],[],[],[],[]
The Bimbettes,"['Beauty and the Beast (1991 film)', 'Beauty and the Beast (2017 film)']",['House of Mouse'],[],[],[],[]
Birdzilla,['Homeward Bound: The Incredible Journey'],[],[],[],[],[]
The Black Cube of Darkness,[],['Wander Over Yonder'],[],[],[],[]
Trinket St. Blair,[],['Pepper Ann'],[],[],[],[]
Blodger Blopp,[],['Miles from Tomorrowland'],[],[],[],[]
Bluebelle,['Bambi (film)'],[],[],[],[],[]
Bobtail's Parents,[],['T.O.T.S.'],[],[],[],[]
Troy Bolton,"['High School Musical', 'High School Musical 2', 'High School Musical 3: Senior Year']",[],[],[],[],[]
Bonnie,['Leroy & Stitch'],"['Lilo & Stitch: The Series', 'Stitch!']",[],[],[],"[""Stitch's Great Escape!""]"
Mrs. Booby,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Boss Beaver,[],['Timon & Pumbaa'],[],[],[],[]
Bossbots,[],[],[],[],[],[]
Charlie Boyle,['Genius'],[],[],[],[],[]
Boyz 'N Motion,[],"[""That's So Raven"", ""Raven's Home""]",[],[],[],[]
Br'er Bear,"['Song of the South', 'Who Framed Roger Rabbit', ""Mickey's Magical Christmas: Snowed in at the House of Mouse"", 'The Lion King 1½']","['Walt Disney anthology series', 'The Mouse Factory', 'Bonkers (TV series)', 'House of Mouse']",[],[],[],"['Splash Mountain', 'Mickey Mouse Revue', 'SpectroMagic', 'Jubilation!', ""Mickey's Jammin' Jungle Parade"", ""Mickey's Jingle Jungle Parade"", ""Mickey's Boo-to-You Halloween Parade"", 'Fantasmic!', 'World of Color']"
Brett Eze,[],['Big City Greens'],[],[],[],[]
Brian,[],['Goldie & Bear'],[],[],[],[]
Budd Skriff,['Upside-Down Magic'],[],[],[],[],[]
Ian Calloway,[],['Dog With a Blog'],[],[],[],[]
Candlehead,"['Wreck-It Ralph (film)', 'Ralph Breaks the Internet']",[],[],[],[],"[""Mickey's Boo-to-You Halloween Parade""]"
Candy Sprites,[],['The 7D'],[],[],[],[]
Captain,"['One Hundred and One Dalmatians', '101 Dalmatians (1996 film)']",['101 Dalmatians: The Series'],[],[],[],[]
Captain Crocdile,['Robin Hood'],['House of Mouse'],[],[],[],[]
Captain Tim,[],['Wander Over Yonder'],[],[],[],[]
Brian Carey,"['The Parent Trap II', 'The Parent Trap III']",[],[],[],[],[]
Caribou Stampede,['Brother Bear'],[],[],[],[],[]
Douglas Benson,[],['TaleSpin'],[],[],[],[]
Benny the Cab,['Who Framed Roger Rabbit'],['House of Mouse'],[],[],[],"[""Roger Rabbit's Car Toon Spin""]"
Benny,['The Wild'],[],[],[],[],[]
Berlioz,['The Aristocats'],[],[],[],[],['Happiness is Here Parade']
Bernadette,[],[],[],[],[],[]
Bertram Winkle,[],"['Jessie (TV series)', ""BUNK'D""]",[],[],[],[]
Big Daddy-O Cool,[],[],[],[],[],[]
Big Nose,"['Tangled', 'Tangled: Before Ever After']",['Tangled: The Series'],['Tangled Ever After'],[],[],"['Wishes (Disney Fantasy)', ""Mickey's Storybook Express""]"
Bill,[],['Dog With a Blog'],[],[],[],[]
Billy Gruff,[],['Goldie & Bear'],[],[],[],[]
Birdzilla,[],['The New Adventures of Winnie the Pooh'],[],[],[],[]
Meredith Blake,['The Parent Trap (1998 film)'],[],[],[],[],[]
Kurt Blobberts,[],['Lloyd in Space'],[],[],[],[]
Boggles,[],['Adventures of the Gummi Bears'],[],[],[],[]
Bolt,"['Bolt (film)', 'Wreck-It Ralph (film)', 'Big Hero 6', 'Zootopia', 'Ralph Breaks the Internet', 'Frozen II']",['Vampirina'],['Super Rhino'],[],[],[]
Aristotle Bolt,['Escape to Witch Mountain'],[],[],[],[],[]
The Bookseller,"['Beauty and the Beast (1991 film)', 'Beauty and the Beast (2017 film)']",[],[],[],[],[]
Boothill Boys,[],[],[],[],[],"['America Sings', 'Splash Mountain']"
Boudreaux,[],['Timon & Pumbaa'],[],[],[],[]
Boun,['Raya and the Last Dragon'],[],[],[],[],[]
Brittany Boviak,[],['Lloyd in Space'],[],[],[],[]
Brat,[],['The Wuzzles'],[],[],[],[]
Bridget,[],['Mighty Med'],[],[],[],[]
Amber Briggs,[],['Penn Zero: Part-Time Hero'],[],[],[],[]
Bruce,[],['Timon & Pumbaa'],[],[],[],[]
Josh Bryant,['The Princess Diaries'],[],[],[],[],[]
Bubbles,[],"[""Chip 'n Dale Rescue Rangers""]",[],[],[],[]
Bud,['Aladdin and the King of Thieves'],['Aladdin (TV series)'],[],[],[],[]
Bulda,"['Frozen', 'Frozen II']",[],[],[],[],[]
Buster,"[""Pooh's Super Sleuth Christmas Movie"", 'Tigger & Pooh and a Musical Too', 'Super Duper Super Sleuths']",['My Friends Tigger & Pooh'],[],[],[],[]
Mr. Buttons,[],['Timon & Pumbaa'],[],[],[],[]
Ben Buzzard,['Who Framed Roger Rabbit'],[],['The Flying Jalopy'],[],[],[]
Calvin's Parents,['Life Is Ruff'],[],[],[],[],[]
Canoe Henderson,['That Darn Cat! (1965 film)'],[],[],[],[],[]
Captain Moreland,['Swiss Family Robinson'],[],[],[],[],[]
Ludo Carmichael,[],['The Evermoor Chronicles'],[],[],[],[]
Gabe Bensen,[],['Gravity Falls'],[],[],[],[]
Bert,"['Mary Poppins (film)', 'Saving Mr. Banks', 'Mary Poppins Returns']",[],[],[],[],"['The Great Movie Ride', ""Mickey's Soundsational Parade"", 'Celebrate a Dreams Come True Parade', 'Fantasmic!', ""Mickey's Once Upon a Christmastime Parade"", ""Disney's Once Upon a Dream Parade"", 'Disney Stars and Motorcars Parade']"
Big Jet,[],['Little Einsteins'],[],[],[],[]
Mr. Big,[],['Bonkers'],[],[],[],[]
Bertie Birdbrain,[],['Disney Sing Along Songs'],"['Melody (Adventures in Music)', 'Toot, Whistle, Plunk and Boom']",[],[],[]
Bloodbottler,['The BFG'],[],[],[],[],[]
Azure Blue,[],[],[],[],[],[]
Bob Block,[],"[""Milo Murphy's Law""]",[],[],[],[]
Bombie the Zombie,[],['DuckTales (2017 series)'],[],[],[],[]
Shamrock Bones,[],[],[],[],[],[]
BooGoo,[],['Stitch!'],[],[],[],[]
Boudicca,[],['Gargoyles'],[],[],[],[]
Brain Sponge,[],['The Little Mermaid (TV series)'],[],[],[],[]
Brightly the Firefly,['Jake and the Never Land Pirates: Jake Saves Bucky'],['Jake and the Never Land Pirates'],[],[],[],[]
Brock Thunderstrike,[],['Tangled: The Series'],[],[],[],[]
Dirk Brock,[],"[""The Emperor's New School""]",[],[],[],[]
Jenny Brown,['Phineas and Ferb the Movie: Across the 2nd Dimension'],['Phineas and Ferb'],[],[],[],[]
Bubba the Cave Duck,[],"['DuckTales', 'DuckTales (2017 series)']",[],[],[],[]
Buck,"['Home on the Range', 'Once Upon a Halloween']",[],[],[],[],[]
Buena,[],['Zorro'],[],[],[],[]
Mr. Bundles,['Annie (1999 film)'],[],[],[],[],[]
Leslie Burke,['Bridge to Terabithia'],[],[],[],[],[]
Buster,['Meet the Robinsons'],[],[],[],[],[]
Harold Buttowski,[],['Kick Buttowski: Suburban Daredevil'],[],[],[],[]
Dr. Cagliostro,[],['Timon & Pumbaa'],[],[],[],[]
Miles Callisto,[],['Miles from Tomorrowland'],[],[],[],[]
Mrs. Calloway,"['Home on the Range', 'Once Upon a Halloween']",['Big City Greens'],['A Dairy Tale: The Three Little Pigs'],[],[],[]
Queen Camila,[],['Elena of Avalor'],[],[],[],[]
Carpies,[],['Adventures of the Gummi Bears'],[],[],[],[]
Miss Bianca,"['The Rescuers', 'The Rescuers Down Under']","['House of Mouse', 'A Poem Is...']",[],[],[],"['Parade of the Stars', 'World of Color', 'Main Street Electrical Parade']"
Bielle,['Alice in Wonderland (2010 film)'],[],[],[],[],[]
Big Mama,['The Fox and the Hound'],[],[],[],[],[]
Black Guards,['Tron: Legacy'],['Tron: Uprising'],[],[],[],[]
Zombie Officers,['Pirates of the Caribbean: On Stranger Tides'],[],[],[],[],[]
Fletcher Blake,['Freaky Friday (2018)'],[],[],[],[],[]
Sheriff Blubs,[],['Gravity Falls'],[],[],[],[]
Bob Coffee,[],['Timon & Pumbaa'],[],[],[],[]
Captain Buzzard Bones,[],['Jake and the Never Land Pirates'],[],[],[],[]
Boogie Woogie Bakery Boy,[],[],[],[],[],['Kitchen Kabaret']
Bookman,['Bedknobs and Broomsticks'],[],[],[],[],[]
Alan Bradley,"['TRON', 'Tron: Legacy']",[],[],[],[],[]
Bobby Bradley,['The Apple Dumpling Gang'],[],[],[],[],[]
Brethren Court,"[""Pirates of the Caribbean: At World's End""]",[],[],[],[],['Pirates of the Caribbean: Battle for the Sunken Treasure']
Bruton,['Dinosaur'],[],[],[],[],[]
Bucky,"['Jake and the Never Land Pirates: Peter Pan Returns', 'Jake and the Never Land Pirates: Jake Saves Bucky', 'Jake and the Never Land Pirates: Never Land Rescue', 'Jake and the Never Land Pirates: Battle for the Book', 'Captain Jake and the Never Land Pirates: The Great Never Sea Conquest', 'Captain Jake and the Never Land Pirates: The Legion of Pirate Villains']",['Jake and the Never Land Pirates'],[],[],[],['Disney Live!']
Buford Van Stomm,['Phineas and Ferb the Movie: Across the 2nd Dimension'],[],[],[],[],[]
Bug,[],['Future-Worm!'],[],[],[],[]
Bulldog,['Planes'],[],[],[],[],[]
Abigail Bullion,[],[],[],[],[],[]
Harry Bundage,['Candleshoe'],[],[],[],[],[]
Burbank,[],['Gargoyles'],[],[],[],[]
Burrito,['The Three Caballeros'],['House of Mouse'],[],[],[],[]
Buzzy,[],[],[],[],[],['Cranium Command']
Anita Cabrillo,[],['Zorro'],[],[],[],[]
Cagney,[],['Gargoyles'],[],[],[],[]
Calvin O’Keefe,"['A Wrinkle in Time (film)', 'A Wrinkle in Time (2018 film)']",[],[],[],[],[]
Captain Nora Nebulon,[],['Lloyd in Space'],[],[],[],[]
Captain Quivers,[],['Sofia the First'],[],[],[],[]
Snapercival Carpenter,[],['The Buzz on Maggie'],[],[],[],[]
Benny and Clyde,[],['Jungle Cubs'],[],[],[],[]
Beshte,['The Lion Guard: Return of the Roar'],['The Lion Guard'],[],[],[],[]
Bessie,[],['Amphibia'],[],[],[],[]
Big Thunder Mining Company,[],[],[],[],[],['Big Thunder Mountain Railroad']
Bill Freeman,['Flight of the Navigator'],[],[],[],[],[]
Bill the Lizard,"['Alice in Wonderland', 'The Great Mouse Detective', 'Who Framed Roger Rabbit']","['House of Mouse', 'Quack Pack', 'Darkwing Duck']",[],[],[],[]
Billy Dilley,[],"[""Billy Dilley's Super-Duper Subterranean Summer""]",[],[],[],[]
